"CustomerID","Churn_Reason.y","CLTV","Churn_Prob.y","Predicted_Churn.y","Predicted_HighRiskCustomer","Predicted_LowRiskCustomer","Potential_Revenue_Loss","Revenue_Saved_60pct","ROI_60pct"
"0164-APGRB","",4589,0.0369287208261876,"No",0,1,0,0,-100
"0164-XAIRP","",2511,1.64010752198643e-06,"No",0,1,0,0,-100
"0168-XZKBB","",5072,0.104672643219501,"No",0,1,0,0,-100
"0174-QRVVY","",5747,4.93857774210717e-05,"No",0,1,0,0,-100
"0177-PXBAT","",5655,0.0302643182782273,"No",0,1,0,0,-100
"0178-CIIKR","",5949,0.0648787179421955,"No",0,1,0,0,-100
"0178-SZBHO","",3760,0.109093979787794,"No",0,1,0,0,-100
"0181-RITDD","",5298,6.54158536299345e-06,"No",0,1,0,0,-100
"0186-CAERR","",4644,0.00307855054539189,"No",0,1,0,0,-100
"0187-QSXOE","",5711,0.000502911039719732,"No",0,1,0,0,-100
"0187-WZNAB","",4331,0.00179151601725381,"No",0,1,0,0,-100
"0188-GWFLE","",4978,0.0149315122817696,"No",0,1,0,0,-100
"0191-EQUUH","",2754,0.000334935695711338,"No",0,1,0,0,-100
"0191-ZHSKZ","",3033,0.00711183972519463,"No",0,1,0,0,-100
"0193-ESZXP","Attitude of support person",5067,0.99677915593735,"Yes",1,0,5067,3040.2,-93.9196
"0195-IESCP","Competitor offered more data",3573,0.991842114486508,"Yes",1,0,3573,2143.8,-95.7124
"0196-JTUQI","",5841,0.40085515580937,"No",0,1,0,0,-100
"0196-VULGZ","Deceased",5721,0.974639471486504,"Yes",1,0,5721,3432.6,-93.1348
"0197-PNKNK","",5629,0.000204218325870934,"No",0,1,0,0,-100
"0201-MIBOL","",4861,0.0175991718957924,"No",0,1,0,0,-100
"0201-OAMXR","Network reliability",4838,0.986127501985256,"Yes",1,0,4838,2902.8,-94.1944
"0203-HHYIJ","Lack of affordable download/upload speed",3779,0.65573036408363,"Yes",1,0,3779,2267.4,-95.4652
"0206-OYVOC","",5596,0.00102587638517027,"No",0,1,0,0,-100
"0206-TBWLC","",4488,0.0489453958476884,"No",0,1,0,0,-100
"0207-MDKNV","Competitor made better offer",2122,0.993057348369764,"Yes",1,0,2122,1273.2,-97.4536
"0208-BPQEJ","",3713,1.96116690591557e-06,"No",0,1,0,0,-100
"0212-ISBBF","",2875,0.109227087436855,"No",0,1,0,0,-100
"0214-JHPFW","",5640,1.84630125365795e-05,"No",0,1,0,0,-100
"0215-BQKGS","",5393,0.0364192379371894,"No",0,1,0,0,-100
"0218-QNVAS","",5876,0.00503745414940261,"No",0,1,0,0,-100
"0219-QAERP","",4006,0.0212610815079513,"No",0,1,0,0,-100
"0219-YTZUE","Don't know",4939,0.968840837372645,"Yes",1,0,4939,2963.4,-94.0732
"0220-EBGCE","Competitor offered more data",3273,0.601762286522423,"Yes",1,0,3273,1963.8,-96.0724
"0221-NAUXK","",3044,5.402374461668e-05,"No",0,1,0,0,-100
"0221-WMXNQ","",4033,0.00135298424795962,"No",0,1,0,0,-100
"0222-CNVPT","",4865,0.0576474811688886,"No",0,1,0,0,-100
"0224-HJAPT","Competitor offered higher download speeds",2857,0.982959423841392,"Yes",1,0,2857,1714.2,-96.5716
"0224-NIJLP","",3899,4.45906452754701e-07,"No",0,1,0,0,-100
"0224-RLWWD","",3805,0.00188842616873821,"No",0,1,0,0,-100
"0225-ZORZP","",5828,0.000376085109948978,"No",0,1,0,0,-100
"0228-MAUWC","",3949,6.98147361968344e-05,"No",0,1,0,0,-100
"0229-LFJAF","",4262,9.04169898391479e-07,"No",0,1,0,0,-100
"0230-UBYPQ","",5089,0.000519649305910331,"No",0,1,0,0,-100
"0230-WEQUW","",5500,0.0692100124066989,"No",0,1,0,0,-100
"0231-LXVAP","Attitude of support person",3389,0.525774554951212,"Yes",1,0,3389,2033.4,-95.9332
"0233-FTHAV","",5687,0.000873202166190683,"No",0,1,0,0,-100
"0234-TEVTT","",5269,1.65570470823456e-07,"No",0,1,0,0,-100
"0235-KGSLC","Moved",3967,0.997423318517778,"Yes",1,0,3967,2380.2,-95.2396
"0236-HFWSV","Competitor offered higher download speeds",5264,0.977437929596943,"Yes",1,0,5264,3158.4,-93.6832
"0237-YFUTL","",4676,1.02066222176388e-06,"No",0,1,0,0,-100
"0238-WHBIQ","",4193,2.40204235060177e-05,"No",0,1,0,0,-100
"0239-OXEXL","",3509,0.000191001359996135,"No",0,1,0,0,-100
"0244-LGNFY","",6342,0.0134907406126411,"No",0,1,0,0,-100
"0247-SLUJI","",2004,3.02457445120732e-05,"No",0,1,0,0,-100
"0248-IPDFW","",5617,0.0325111101322904,"No",0,1,0,0,-100
"0248-PGHBZ","",5857,0.0682437938073129,"No",0,1,0,0,-100
"0253-ZTEOB","",3246,2.32726925890038e-05,"No",0,1,0,0,-100
"0254-FNMCI","",5234,6.90694838513906e-06,"No",0,1,0,0,-100
"0254-KCJGT","",4628,0.0169331350140602,"No",0,1,0,0,-100
"0254-WWRKD","",5122,3.50513431739984e-05,"No",0,1,0,0,-100
"0256-LTHVJ","Competitor had better devices",5201,0.999670451710621,"Yes",1,0,5201,3120.6,-93.7588
"0257-KXZGU","",5442,0.0319227732897022,"No",0,1,0,0,-100
"0257-ZESQC","Lack of self-service on Website",4517,0.999720022256469,"Yes",1,0,4517,2710.2,-94.5796
"0258-NOKBL","",5625,0.145143631252644,"No",0,1,0,0,-100
"0259-GBZSH","Product dissatisfaction",3878,0.983639455815739,"Yes",1,0,3878,2326.8,-95.3464
"0260-ZDLGK","Competitor made better offer",3585,0.126858786162707,"No",0,1,0,0,-100
"0263-FJTQO","",4022,0.000581077371323543,"No",0,1,0,0,-100
"0264-CNITK","",5043,4.27313297160318e-09,"No",0,1,0,0,-100
"0265-EDXBD","Lack of self-service on Website",4105,0.902154462963261,"Yes",1,0,4105,2463,-95.074
"0265-PSUAE","",3337,0.0264231752599966,"No",0,1,0,0,-100
"0266-CLZKZ","",6383,0.000775051473289654,"No",0,1,0,0,-100
"0266-GMEAO","",5879,0.00254908961003038,"No",0,1,0,0,-100
"0268-QKIWO","Lack of affordable download/upload speed",2647,0.958536928779309,"Yes",1,0,2647,1588.2,-96.8236
"0269-XFESX","",4031,3.58356098453547e-07,"No",0,1,0,0,-100
"0270-THENM","",6233,0.0227325259524918,"No",0,1,0,0,-100
"0274-JKUJR","",3332,0.192841828813697,"No",0,1,0,0,-100
"0277-BKSQP","",4854,0.0130293959001663,"No",0,1,0,0,-100
"0277-ORXQS","",4652,5.97512932387333e-07,"No",0,1,0,0,-100
"0278-YXOOG","Network reliability",2604,0.534872029894687,"Yes",1,0,2604,1562.4,-96.8752
"0280-XJGEX","Competitor had better devices",5340,0.988264734430943,"Yes",1,0,5340,3204,-93.592
"0281-CNTZX","",5151,0.00277739848642352,"No",0,1,0,0,-100
"0282-NVSJS","",3353,0.0464580024439483,"No",0,1,0,0,-100
"0285-INHLN","",3519,2.95261794010878e-05,"No",0,1,0,0,-100
"0289-IVARM","",3463,5.91924366361543e-06,"No",0,1,0,0,-100
"0292-WEGCH","",6275,6.48058275966329e-05,"No",0,1,0,0,-100
"0295-PPHDO","Attitude of support person",5962,0.750796190414635,"Yes",1,0,5962,3577.2,-92.8456
"0295-QVKPB","",3099,0.000834164009649198,"No",0,1,0,0,-100
"0297-RBCSG","",2051,7.9147969357906e-05,"No",0,1,0,0,-100
"0298-XACET","",5396,1.04546444259582e-05,"No",0,1,0,0,-100
"0301-FIDRB","",6107,9.69927032960368e-07,"No",0,1,0,0,-100
"0301-KOBTQ","",3398,1.00098191495482e-07,"No",0,1,0,0,-100
"0302-JOIVN","Network reliability",2750,0.886091571523737,"Yes",1,0,2750,1650,-96.7
"0303-UNCIP","",5043,0.00279206183752885,"No",0,1,0,0,-100
"0303-WMMRN","",3056,3.64669498771662e-06,"No",0,1,0,0,-100
"0305-SQECB","",4265,0.029948885802151,"No",0,1,0,0,-100
"0306-JAELE","Competitor had better devices",4192,0.87335900977128,"Yes",1,0,4192,2515.2,-94.9696
"0307-BCOPK","",4336,0.00102289098088868,"No",0,1,0,0,-100
"0308-GIQJT","",4921,0.00151102827951898,"No",0,1,0,0,-100
"0308-IVGOK","",2133,0.0229133072589046,"No",0,1,0,0,-100
"0310-MVLET","Service dissatisfaction",5612,0.944823442980558,"Yes",1,0,5612,3367.2,-93.2656
"0310-SUCIN","",5643,1.9998276640241e-06,"No",0,1,0,0,-100
"0310-VQXAM","",2788,0.00279458364298938,"No",0,1,0,0,-100
"0311-QYWSS","",3672,0.0225982113626909,"No",0,1,0,0,-100
"0311-UNPFF","Service dissatisfaction",4910,0.955846750869101,"Yes",1,0,4910,2946,-94.108
"0314-TKOSI","",5377,0.000443910349180897,"No",0,1,0,0,-100
"0315-LVCRK","",4924,0.0640849243411354,"No",0,1,0,0,-100
"0318-QUUOB","Service dissatisfaction",4273,0.999334649691039,"Yes",1,0,4273,2563.8,-94.8724
"0318-ZOPWS","",5422,3.50450229743115e-06,"No",0,1,0,0,-100
"0319-QZTCO","",3654,0.00254175067959825,"No",0,1,0,0,-100
"0320-DWVTU","",4754,3.20134083272616e-07,"No",0,1,0,0,-100
"0320-JDNQG","Don't know",3425,0.987927572299277,"Yes",1,0,3425,2055,-95.89
"0322-CHQRU","Competitor offered more data",3478,0.987298217917467,"Yes",1,0,3478,2086.8,-95.8264
"0322-YINQP","Lack of self-service on Website",5687,0.979261398010596,"Yes",1,0,5687,3412.2,-93.1756
"0323-XWWTN","",4315,0.0549030324107918,"No",0,1,0,0,-100
"0324-BRPCJ","Competitor offered more data",4481,0.679769748606161,"Yes",1,0,4481,2688.6,-94.6228
"0325-XBFAC","Competitor offered more data",5811,0.999549673778711,"Yes",1,0,5811,3486.6,-93.0268
"0326-VDYXE","",4252,3.03797891239314e-05,"No",0,1,0,0,-100
"0327-WFZSY","",5434,0.013501211618474,"No",0,1,0,0,-100
"0328-GRPMV","Competitor had better devices",3706,0.987161488845125,"Yes",1,0,3706,2223.6,-95.5528
"0329-GTIAJ","Price too high",4330,0.977790017707639,"Yes",1,0,4330,2598,-94.804
"0330-BGYZE","",4968,0.00121891019025408,"No",0,1,0,0,-100
"0330-IVZHA","Attitude of service provider",2969,0.99530722889617,"Yes",1,0,2969,1781.4,-96.4372
"0334-GDDSO","Service dissatisfaction",2818,0.976522477141108,"Yes",1,0,2818,1690.8,-96.6184
"0334-ZFJSR","",5501,0.00661348347465752,"No",0,1,0,0,-100
"0336-KXKFK","",4085,5.98195863113219e-06,"No",0,1,0,0,-100
"0336-PIKEI","",5590,0.000382363664190374,"No",0,1,0,0,-100
"0337-CNPZE","Price too high",5383,0.986317929058625,"Yes",1,0,5383,3229.8,-93.5404
"0343-QLUZP","",5544,1.55427171542827e-06,"No",0,1,0,0,-100
"0345-HKJVM","Don't know",5800,0.99924845134874,"Yes",1,0,5800,3480,-93.04
"0345-XMMUG","",5119,5.13553015838484e-05,"No",0,1,0,0,-100
"0347-UBKUZ","",3366,6.36695581417885e-06,"No",0,1,0,0,-100
"0348-SDKOL","Moved",4415,0.998466515147881,"Yes",1,0,4415,2649,-94.702
"0354-VXMJC","",4617,4.56342897155345e-07,"No",0,1,0,0,-100
"0354-WYROK","Don't know",4050,0.999794944449789,"Yes",1,0,4050,2430,-95.14
"0356-ERHVT","",3880,0.00017281164567552,"No",0,1,0,0,-100
"0356-OBMAC","",5840,0.000137722211646615,"No",0,1,0,0,-100
"0357-NVCRI","",2192,1.25646952098351e-06,"No",0,1,0,0,-100
"0361-HJRDX","",4146,1.59168879097783e-06,"No",0,1,0,0,-100
"0362-RAOQO","",3878,0.00307395757165648,"No",0,1,0,0,-100
"0362-ZBZWJ","Attitude of service provider",2455,0.550744604246776,"Yes",1,0,2455,1473,-97.054
"0363-QJVFX","Attitude of service provider",2541,0.189486974185505,"No",0,1,0,0,-100
"0363-SVHYR","",6452,6.70694796994618e-05,"No",0,1,0,0,-100
"0365-BZUWY","",3803,0.216934154388658,"No",0,1,0,0,-100
"0365-GXEZS","",2831,0.303784664600372,"No",0,1,0,0,-100
"0365-TRTPY","",5135,9.99496458200269e-05,"No",0,1,0,0,-100
"0366-NQSHS","",5863,0.000933974042481318,"No",0,1,0,0,-100
"0369-ZGOVK","",5195,0.000430935664120826,"No",0,1,0,0,-100
"0373-AIVNJ","",3755,0.0228218713598177,"No",0,1,0,0,-100
"0374-AACSZ","",4421,1.78001280261992e-05,"No",0,1,0,0,-100
"0374-FIUCA","",5368,0.0146993337220673,"No",0,1,0,0,-100
"0374-IOEGQ","",3122,0.258333123391065,"No",0,1,0,0,-100
"0375-HVGXO","Don't know",4476,0.995761103805141,"Yes",1,0,4476,2685.6,-94.6288
"0376-OIWME","",2701,0.934326771960453,"Yes",1,0,2701,1620.6,-96.7588
"0376-YMCJC","Competitor offered higher download speeds",4359,0.995229776837226,"Yes",1,0,4359,2615.4,-94.7692
"0377-JBKKT","",5036,1.62295215093973e-05,"No",0,1,0,0,-100
"0378-CJKPV","",4272,0.00080985810857005,"No",0,1,0,0,-100
"0378-NHQXU","Deceased",4041,0.561806626453854,"Yes",1,0,4041,2424.6,-95.1508
"0378-TOVMS","Extra data charges",5641,0.995892798357016,"Yes",1,0,5641,3384.6,-93.2308
"0378-XSZPU","Network reliability",4026,0.847858817252011,"Yes",1,0,4026,2415.6,-95.1688
"0379-DJQHR","",4219,0.000202781678482335,"No",0,1,0,0,-100
"0380-NEAVX","",5626,0.156668350773006,"No",0,1,0,0,-100
"0380-ZCSBI","",2411,0.0310255083800347,"No",0,1,0,0,-100
"0383-CLDDA","",6499,4.02655883789798e-06,"No",0,1,0,0,-100
"0384-LPITE","",2290,4.42560277326959e-06,"No",0,1,0,0,-100
"0384-RVBPI","",2120,0.282391568134628,"No",0,1,0,0,-100
"0386-CWRGM","",2320,2.72303342291076e-06,"No",0,1,0,0,-100
"0388-EOPEX","Lack of self-service on Website",4263,0.990655039672238,"Yes",1,0,4263,2557.8,-94.8844
"0390-DCFDQ","Don't know",3964,0.973995736777511,"Yes",1,0,3964,2378.4,-95.2432
"0392-BZIUW","",5678,0.0509831363686138,"No",0,1,0,0,-100
"0394-YONDK","",5114,1.17075907322701e-07,"No",0,1,0,0,-100
"0396-HUJBP","",3009,8.64451780437511e-05,"No",0,1,0,0,-100
"0396-UKGAI","",4028,0.000995390900986536,"No",0,1,0,0,-100
"0396-YCHWO","",5111,0.00238841517827475,"No",0,1,0,0,-100
"0397-GZBBC","Price too high",5390,0.994489075173168,"Yes",1,0,5390,3234,-93.532
"0397-ZXWQF","",4416,8.51728030258118e-06,"No",0,1,0,0,-100
"0401-WDBXM","",4331,0.000401763674176763,"No",0,1,0,0,-100
"0402-CQAJN","Lack of self-service on Website",4437,0.781349370659076,"Yes",1,0,4437,2662.2,-94.6756
"0402-OAMEN","",5335,4.67494278745277e-05,"No",0,1,0,0,-100
"0404-AHASP","",6436,4.8830141040495e-07,"No",0,1,0,0,-100
"0404-SWRVG","Product dissatisfaction",4415,0.970270038860001,"Yes",1,0,4415,2649,-94.702
"0406-BPDVR","Lack of affordable download/upload speed",6405,0.475076094657173,"No",0,1,0,0,-100
"0407-BDJKB","Service dissatisfaction",4129,0.996949798607986,"Yes",1,0,4129,2477.4,-95.0452
"0409-WTMPL","",4761,0.00387303257687514,"No",0,1,0,0,-100
"0410-IPFTY","",4283,0.00234210220888629,"No",0,1,0,0,-100
"0411-EZJZE","",4830,0.000308088252481962,"No",0,1,0,0,-100
"0412-UCCNP","",5162,3.54080290382578e-07,"No",0,1,0,0,-100
"0415-MOSGF","Attitude of support person",3204,0.944063084200101,"Yes",1,0,3204,1922.4,-96.1552
"0419-YAAPX","",4696,0.145603066153401,"No",0,1,0,0,-100
"0420-BWTPW","Attitude of support person",5578,0.968572445883128,"Yes",1,0,5578,3346.8,-93.3064
"0420-HLGXF","",3860,0.0105821311845388,"No",0,1,0,0,-100
"0420-TXVSG","",5933,0.00940512766912931,"No",0,1,0,0,-100
"0422-OHQHQ","",3009,6.92544778882291e-07,"No",0,1,0,0,-100
"0422-UXFAP","",6034,0.655361651366993,"Yes",1,0,6034,3620.4,-92.7592
"0423-UDIJQ","",2145,2.21617124256966e-06,"No",0,1,0,0,-100
"0426-TIRNE","Limited range of services",5527,0.997055717818113,"Yes",1,0,5527,3316.2,-93.3676
"0428-AXXLJ","",4761,3.6598031938916e-06,"No",0,1,0,0,-100
"0428-IKYCP","",5233,0.00510535799364128,"No",0,1,0,0,-100
"0430-IHCDJ","",2597,1.75474477934987e-06,"No",0,1,0,0,-100
"0431-APWVY","Don't know",5958,0.999534576882127,"Yes",1,0,5958,3574.8,-92.8504
"0432-CAJZV","",3953,0.109252107861532,"No",0,1,0,0,-100
"0434-CSFON","",4488,0.41693097969077,"No",0,1,0,0,-100
"0436-TWFFZ","",6322,0.000879179399832559,"No",0,1,0,0,-100
"0439-IFYUN","",3896,0.0190358681668693,"No",0,1,0,0,-100
"0440-EKDCF","",4404,0.0253094928248009,"No",0,1,0,0,-100
"0440-MOGPM","",4176,2.90128922568409e-06,"No",0,1,0,0,-100
"0440-QEXBZ","",5790,5.33058075352387e-05,"No",0,1,0,0,-100
"0440-UEDAI","",5452,0.0066063738440388,"No",0,1,0,0,-100
"0442-TDYUO","",2964,8.64308948243728e-08,"No",0,1,0,0,-100
"0442-ZXKVS","",4337,0.000236519115728937,"No",0,1,0,0,-100
"0447-BEMNG","Price too high",4926,0.43180346400615,"No",0,1,0,0,-100
"0447-RXSGD","",5207,0.0021800923166691,"No",0,1,0,0,-100
"0454-OKRCT","",5542,0.189651104570445,"No",0,1,0,0,-100
"0455-ENTCR","",5012,1.2374745261031e-05,"No",0,1,0,0,-100
"0455-XFASS","",5998,0.0510439214756043,"No",0,1,0,0,-100
"0458-HEUZG","",3239,0.0134485433169126,"No",0,1,0,0,-100
"0459-SPZHJ","",4652,0.0238271802564319,"No",0,1,0,0,-100
"0461-CVKMU","Lack of self-service on Website",5737,0.94337358955621,"Yes",1,0,5737,3442.2,-93.1156
"0463-TXOAK","",5662,0.000687210600120331,"No",0,1,0,0,-100
"0463-WZZKO","",2406,1.68470390510864e-05,"No",0,1,0,0,-100
"0463-ZSDNT","",2037,0.747980399923181,"Yes",1,0,2037,1222.2,-97.5556
"0464-WJTKO","",4598,1.88913457719759e-08,"No",0,1,0,0,-100
"0468-YRPXN","",4580,0.00015400945589709,"No",0,1,0,0,-100
"0471-ARVMX","",5061,0.105346512846882,"No",0,1,0,0,-100
"0471-LVHGK","Competitor offered higher download speeds",2041,0.987828149641585,"Yes",1,0,2041,1224.6,-97.5508
"0475-RIJEP","Lack of affordable download/upload speed",5107,0.995991334619689,"Yes",1,0,5107,3064.2,-93.8716
"0479-HMSWA","",5980,0.00045365952662631,"No",0,1,0,0,-100
"0480-BIXDE","",3249,0.0906432981425493,"No",0,1,0,0,-100
"0480-KYJVA","",5897,1.0348347899934e-08,"No",0,1,0,0,-100
"0481-SUMCB","",5391,0.186563545973193,"No",0,1,0,0,-100
"0484-FFVBJ","",4895,1.67842015739349e-05,"No",0,1,0,0,-100
"0484-JPBRU","",3461,4.15317833733184e-05,"No",0,1,0,0,-100
"0485-ZBSLN","",6263,1.21580746961203e-07,"No",0,1,0,0,-100
"0486-HECZI","Long distance charges",5154,0.892824057905727,"Yes",1,0,5154,3092.4,-93.8152
"0486-LGCCH","",3372,1.07108712798038e-06,"No",0,1,0,0,-100
"0487-CRLZF","",4517,0.000294051128167699,"No",0,1,0,0,-100
"0487-RPVUM","",5404,0.000105412069823047,"No",0,1,0,0,-100
"0487-VVUVK","",3829,0.000671648170092474,"No",0,1,0,0,-100
